timestamp,day_index,day_type,load_kwh
2025-01-17 08:00:00,16,winter_weekday,13.711
2025-01-17 09:00:00,16,winter_weekday,15.5172
2025-01-17 10:00:00,16,winter_weekday,10.0298
2025-01-17 11:00:00,16,winter_weekday,13.7088
2025-01-17 12:00:00,16,winter_weekday,15.4914
2025-01-17 13:00:00,16,winter_weekday,14.3803
2025-01-17 14:00:00,16,winter_weekday,12.6417
2025-01-17 15:00:00,16,winter_weekday,13.2552
2025-01-17 16:00:00,16,winter_weekday,11.5039
2025-01-17 17:00:00,16,winter_weekday,19.2981
2025-01-17 18:00:00,16,winter_weekday,32.6607
2025-01-17 19:00:00,16,winter_weekday,27.9331
2025-01-17 20:00:00,16,winter_weekday,24.2088
2025-01-17 21:00:00,16,winter_weekday,23.66
2025-01-17 22:00:00,16,winter_weekday,14.1365
2025-01-17 23:00:00,16,winter_weekday,10.2947
2025-01-19 00:00:00,18,winter_weekday,8.5996
2025-01-19 01:00:00,18,winter_weekday,7.771
2025-01-19 02:00:00,18,winter_weekday,7.2767
2025-01-19 03:00:00,18,winter_weekday,6.378
2025-01-19 04:00:00,18,winter_weekday,7.3303
2025-01-19 05:00:00,18,winter_weekday,11.5395
2025-01-19 06:00:00,18,winter_weekday,15.9814
2025-01-19 07:00:00,18,winter_weekday,18.8947
2025-01-19 08:00:00,18,winter_weekday,16.6248
2025-01-19 09:00:00,18,winter_weekday,19.6107
2025-01-19 10:00:00,18,winter_weekday,17.052
2025-01-19 11:00:00,18,winter_weekday,11.2159
2025-01-19 12:00:00,18,winter_weekday,13.6755
2025-01-19 13:00:00,18,winter_weekday,14.9981
2025-01-19 14:00:00,18,winter_weekday,19.6738
2025-01-19 15:00:00,18,winter_weekday,12.9676
2025-01-19 16:00:00,18,winter_weekday,16.7288
2025-01-19 17:00:00,18,winter_weekday,22.6135
2025-01-19 18:00:00,18,winter_weekday,23.9767
2025-01-19 19:00:00,18,winter_weekday,26.2176
2025-01-19 20:00:00,18,winter_weekday,29.0805
2025-01-19 21:00:00,18,winter_weekday,26.64
2025-01-19 22:00:00,18,winter_weekday,19.4427
2025-01-19 23:00:00,18,winter_weekday,10.828
2025-01-20 00:00:00,19,winter_weekday,8.1424
2025-01-20 01:00:00,19,winter_weekday,8.3763
2025-01-20 02:00:00,19,winter_weekday,9.9151
2025-01-20 03:00:00,19,winter_weekday,6.3657
2025-01-20 04:00:00,19,winter_weekday,8.1293
2025-01-20 05:00:00,19,winter_weekday,13.7395
2025-01-20 06:00:00,19,winter_weekday,11.9836
2025-01-20 07:00:00,19,winter_weekday,13.7648
2025-01-20 08:00:00,19,winter_weekday,16.8402
2025-01-20 09:00:00,19,winter_weekday,17.8376
2025-01-20 10:00:00,19,winter_weekday,15.7076
2025-01-20 11:00:00,19,winter_weekday,14.6052
2025-01-20 12:00:00,19,winter_weekday,11.7476
2025-01-20 13:00:00,19,winter_weekday,15.0939
2025-01-20 14:00:00,19,winter_weekday,14.195
2025-01-20 15:00:00,19,winter_weekday,17.9848
2025-01-20 16:00:00,19,winter_weekday,19.0043
2025-01-20 17:00:00,19,winter_weekday,19.3434
2025-01-20 18:00:00,19,winter_weekday,24.689
2025-01-20 19:00:00,19,winter_weekday,39.6422
2025-01-20 20:00:00,19,winter_weekday,29.088
2025-01-20 21:00:00,19,winter_weekday,17.0032
2025-01-20 22:00:00,19,winter_weekday,18.2232
2025-01-20 23:00:00,19,winter_weekday,9.8231
2025-01-24 00:00:00,23,winter_weekday,7.5572
2025-01-24 01:00:00,23,winter_weekday,6.537
2025-01-24 02:00:00,23,winter_weekday,4.7166
2025-01-24 03:00:00,23,winter_weekday,6.9496
2025-01-24 04:00:00,23,winter_weekday,7.0809
2025-01-24 05:00:00,23,winter_weekday,8.1228
2025-01-24 06:00:00,23,winter_weekday,12.5489
2025-01-24 07:00:00,23,winter_weekday,17.2306
2025-01-24 08:00:00,23,winter_weekday,13.187
2025-01-24 09:00:00,23,winter_weekday,12.239
2025-01-24 10:00:00,23,winter_weekday,12.2211
2025-01-24 11:00:00,23,winter_weekday,16.4746
2025-01-24 12:00:00,23,winter_weekday,12.7883
2025-01-24 13:00:00,23,winter_weekday,13.9452
2025-01-24 14:00:00,23,winter_weekday,10.6006
2025-01-24 15:00:00,23,winter_weekday,10.6805
2025-01-24 16:00:00,23,winter_weekday,16.3016
2025-01-24 17:00:00,23,winter_weekday,17.1999
2025-01-24 18:00:00,23,winter_weekday,24.5219
2025-01-24 19:00:00,23,winter_weekday,24.5807
2025-01-24 20:00:00,23,winter_weekday,25.7544
2025-01-24 21:00:00,23,winter_weekday,19.474
2025-01-24 22:00:00,23,winter_weekday,16.225
2025-01-24 23:00:00,23,winter_weekday,11.1671
2025-01-27 00:00:00,26,winter_weekday,11.1223
2025-01-27 01:00:00,26,winter_weekday,10.4523
2025-01-27 02:00:00,26,winter_weekday,9.0514
2025-01-27 03:00:00,26,winter_weekday,8.36
2025-01-27 04:00:00,26,winter_weekday,10.8066
2025-01-27 05:00:00,26,winter_weekday,12.1173
2025-01-27 06:00:00,26,winter_weekday,15.0884
2025-01-27 07:00:00,26,winter_weekday,25.6105
2025-01-27 08:00:00,26,winter_weekday,18.268
2025-01-27 09:00:00,26,winter_weekday,20.3448
2025-01-27 10:00:00,26,winter_weekday,18.1575
2025-01-27 11:00:00,26,winter_weekday,12.8114
2025-01-27 12:00:00,26,winter_weekday,12.6076
2025-01-27 13:00:00,26,winter_weekday,18.8831
2025-01-27 14:00:00,26,winter_weekday,14.2525
2025-01-27 15:00:00,26,winter_weekday,12.6587
2025-01-27 16:00:00,26,winter_weekday,14.4713
2025-01-27 17:00:00,26,winter_weekday,25.3455
2025-01-27 18:00:00,26,winter_weekday,29.6985
2025-01-27 19:00:00,26,winter_weekday,39.732
2025-01-27 20:00:00,26,winter_weekday,34.8661
2025-01-27 21:00:00,26,winter_weekday,19.4679
2025-01-27 22:00:00,26,winter_weekday,20.1507
2025-01-27 23:00:00,26,winter_weekday,16.7899
2025-01-28 00:00:00,27,winter_weekday,10.3925
2025-01-28 01:00:00,27,winter_weekday,7.7008
2025-01-28 02:00:00,27,winter_weekday,9.4867
2025-01-28 03:00:00,27,winter_weekday,6.5128
2025-01-28 04:00:00,27,winter_weekday,7.1007
2025-01-28 05:00:00,27,winter_weekday,10.513
2025-01-28 06:00:00,27,winter_weekday,13.8491
2025-01-28 07:00:00,27,winter_weekday,16.0478
2025-01-28 08:00:00,27,winter_weekday,14.5894
2025-01-28 09:00:00,27,winter_weekday,16.0675
2025-01-28 10:00:00,27,winter_weekday,12.9895
2025-01-28 11:00:00,27,winter_weekday,13.1758
2025-01-28 12:00:00,27,winter_weekday,14.1925
2025-01-28 13:00:00,27,winter_weekday,12.4881
2025-01-28 14:00:00,27,winter_weekday,12.6845
2025-01-28 15:00:00,27,winter_weekday,12.8977
2025-01-28 16:00:00,27,winter_weekday,16.448
2025-01-28 17:00:00,27,winter_weekday,19.6344
2025-01-28 18:00:00,27,winter_weekday,18.5199
2025-01-28 19:00:00,27,winter_weekday,25.8236
2025-01-28 20:00:00,27,winter_weekday,20.9533
2025-01-28 21:00:00,27,winter_weekday,16.0897
2025-01-28 22:00:00,27,winter_weekday,14.7515
2025-01-28 23:00:00,27,winter_weekday,10.6671
2025-01-30 00:00:00,29,winter_weekday,7.3557
2025-01-30 01:00:00,29,winter_weekday,8.9191
2025-01-30 02:00:00,29,winter_weekday,7.6702
2025-01-30 03:00:00,29,winter_weekday,7.4656
2025-01-30 04:00:00,29,winter_weekday,10.2111
2025-01-30 05:00:00,29,winter_weekday,10.0041
2025-01-30 06:00:00,29,winter_weekday,20.8624
2025-01-30 07:00:00,29,winter_weekday,14.9023
2025-01-30 08:00:00,29,winter_weekday,14.5032
2025-01-30 09:00:00,29,winter_weekday,16.0161
2025-01-30 10:00:00,29,winter_weekday,13.149
2025-01-30 11:00:00,29,winter_weekday,11.7048
2025-01-30 12:00:00,29,winter_weekday,13.9785
2025-01-30 13:00:00,29,winter_weekday,14.3812
2025-01-30 14:00:00,29,winter_weekday,12.817
2025-01-30 15:00:00,29,winter_weekday,15.2619
2025-01-30 16:00:00,29,winter_weekday,19.2986
2025-01-30 17:00:00,29,winter_weekday,23.068
2025-01-30 18:00:00,29,winter_weekday,30.7387
2025-01-30 19:00:00,29,winter_weekday,32.0252
2025-01-30 20:00:00,29,winter_weekday,19.1626
2025-01-30 21:00:00,29,winter_weekday,22.3667
2025-01-30 22:00:00,29,winter_weekday,13.7292
2025-01-30 23:00:00,29,winter_weekday,11.9456
2025-02-02 00:00:00,32,winter_weekend,9.78
2025-02-02 01:00:00,32,winter_weekend,7.6815
2025-02-02 02:00:00,32,winter_weekend,7.6382
2025-02-02 03:00:00,32,winter_weekend,7.645
2025-02-02 04:00:00,32,winter_weekend,7.5343
2025-02-02 05:00:00,32,winter_weekend,9.7733
2025-02-02 06:00:00,32,winter_weekend,14.1473
2025-02-02 07:00:00,32,winter_weekend,15.3206
2025-02-02 08:00:00,32,winter_weekend,18.6502
2025-02-02 09:00:00,32,winter_weekend,14.7973
2025-02-02 10:00:00,32,winter_weekend,17.5423
2025-02-02 11:00:00,32,winter_weekend,13.701
2025-02-02 12:00:00,32,winter_weekend,12.936
2025-02-02 13:00:00,32,winter_weekend,13.3112
2025-02-02 14:00:00,32,winter_weekend,12.289
2025-02-02 15:00:00,32,winter_weekend,14.8243
2025-02-02 16:00:00,32,winter_weekend,15.1549
2025-02-02 17:00:00,32,winter_weekend,14.7375
2025-02-02 18:00:00,32,winter_weekend,32.5605
2025-02-02 19:00:00,32,winter_weekend,25.1746
2025-02-02 20:00:00,32,winter_weekend,19.5927
2025-02-02 21:00:00,32,winter_weekend,18.5646
2025-02-02 22:00:00,32,winter_weekend,13.2707
2025-02-02 23:00:00,32,winter_weekend,9.0636
2025-02-03 00:00:00,33,winter_weekend,8.5579
2025-02-03 01:00:00,33,winter_weekend,8.489
2025-02-03 02:00:00,33,winter_weekend,8.7729
2025-02-03 03:00:00,33,winter_weekend,8.9371
2025-02-03 04:00:00,33,winter_weekend,8.8135
2025-02-03 05:00:00,33,winter_weekend,9.9503
2025-02-03 06:00:00,33,winter_weekend,15.0242
2025-02-03 07:00:00,33,winter_weekend,16.311
2025-02-03 08:00:00,33,winter_weekend,19.3118
2025-02-03 09:00:00,33,winter_weekend,17.953
2025-02-03 10:00:00,33,winter_weekend,13.0698
2025-02-03 11:00:00,33,winter_weekend,14.3752
2025-02-03 12:00:00,33,winter_weekend,14.9574
2025-02-03 13:00:00,33,winter_weekend,11.6535
2025-02-03 14:00:00,33,winter_weekend,16.4847
2025-02-03 15:00:00,33,winter_weekend,14.7112
2025-02-03 16:00:00,33,winter_weekend,16.3156
2025-02-03 17:00:00,33,winter_weekend,17.4985
2025-02-03 18:00:00,33,winter_weekend,20.5738
2025-02-03 19:00:00,33,winter_weekend,24.9962
2025-02-03 20:00:00,33,winter_weekend,26.5964
2025-02-03 21:00:00,33,winter_weekend,22.1355
2025-02-03 22:00:00,33,winter_weekend,17.8794
2025-02-03 23:00:00,33,winter_weekend,10.2417
2025-02-04 00:00:00,34,winter_weekday,8.7544
2025-02-04 01:00:00,34,winter_weekday,9.3982
2025-02-04 02:00:00,34,winter_weekday,7.7491
2025-02-04 03:00:00,34,winter_weekday,9.0815
2025-02-04 04:00:00,34,winter_weekday,8.2307
2025-02-04 05:00:00,34,winter_weekday,10.9038
2025-02-04 06:00:00,34,winter_weekday,13.0194
2025-02-04 07:00:00,34,winter_weekday,17.3286
2025-02-04 08:00:00,34,winter_weekday,16.2294
2025-02-04 09:00:00,34,winter_weekday,15.4931
2025-02-04 10:00:00,34,winter_weekday,17.732
2025-02-04 11:00:00,34,winter_weekday,14.0738
2025-02-04 12:00:00,34,winter_weekday,13.3436
2025-02-04 13:00:00,34,winter_weekday,10.8962
2025-02-04 14:00:00,34,winter_weekday,13.9045
2025-02-04 15:00:00,34,winter_weekday,11.5402
2025-02-04 16:00:00,34,winter_weekday,14.4114
2025-02-04 17:00:00,34,winter_weekday,19.9545
2025-02-04 18:00:00,34,winter_weekday,36.5113
2025-02-04 19:00:00,34,winter_weekday,33.4118
2025-02-04 20:00:00,34,winter_weekday,25.686
2025-02-04 21:00:00,34,winter_weekday,25.0011
2025-02-04 22:00:00,34,winter_weekday,16.1434
2025-02-04 23:00:00,34,winter_weekday,10.7784
2025-02-07 00:00:00,37,winter_weekday,10.6741
2025-02-07 01:00:00,37,winter_weekday,8.524
2025-02-07 02:00:00,37,winter_weekday,7.4805
2025-02-07 03:00:00,37,winter_weekday,8.3089
2025-02-07 04:00:00,37,winter_weekday,9.314
2025-02-07 05:00:00,37,winter_weekday,10.8824
2025-02-07 06:00:00,37,winter_weekday,15.2857
2025-02-07 07:00:00,37,winter_weekday,15.0039
2025-02-07 08:00:00,37,winter_weekday,14.6409
2025-02-07 09:00:00,37,winter_weekday,14.7533
2025-02-07 10:00:00,37,winter_weekday,14.7697
2025-02-07 11:00:00,37,winter_weekday,13.7329
2025-02-07 12:00:00,37,winter_weekday,11.9105
2025-02-07 13:00:00,37,winter_weekday,12.0452
2025-02-07 14:00:00,37,winter_weekday,13.1123
2025-02-07 15:00:00,37,winter_weekday,19.5731
2025-02-07 16:00:00,37,winter_weekday,18.8107
2025-02-07 17:00:00,37,winter_weekday,19.7255
2025-02-07 18:00:00,37,winter_weekday,23.6416
2025-02-07 19:00:00,37,winter_weekday,19.0659
2025-02-07 20:00:00,37,winter_weekday,21.2617
2025-02-07 21:00:00,37,winter_weekday,21.4345
2025-02-07 22:00:00,37,winter_weekday,15.96
2025-02-07 23:00:00,37,winter_weekday,10.5176
2025-02-13 00:00:00,43,winter_weekday,11.0841
2025-02-13 01:00:00,43,winter_weekday,8.4247
2025-02-13 02:00:00,43,winter_weekday,9.0707
2025-02-13 03:00:00,43,winter_weekday,9.1048
2025-02-13 04:00:00,43,winter_weekday,9.2628
2025-02-13 05:00:00,43,winter_weekday,11.1818
2025-02-13 06:00:00,43,winter_weekday,18.376
2025-02-13 07:00:00,43,winter_weekday,20.6423
2025-02-13 08:00:00,43,winter_weekday,18.2172
2025-02-13 09:00:00,43,winter_weekday,20.8975
2025-02-13 10:00:00,43,winter_weekday,21.6031
2025-02-13 11:00:00,43,winter_weekday,15.9723
2025-02-13 12:00:00,43,winter_weekday,16.2433
2025-02-13 13:00:00,43,winter_weekday,14.5273
2025-02-13 14:00:00,43,winter_weekday,16.4885
2025-02-13 15:00:00,43,winter_weekday,19.6854
2025-02-13 16:00:00,43,winter_weekday,19.8113
2025-02-13 17:00:00,43,winter_weekday,21.553
2025-02-13 18:00:00,43,winter_weekday,24.3642
2025-02-13 19:00:00,43,winter_weekday,39.0692
2025-02-13 20:00:00,43,winter_weekday,31.1655
2025-02-13 21:00:00,43,winter_weekday,25.3698
2025-02-13 22:00:00,43,winter_weekday,21.038
2025-02-13 23:00:00,43,winter_weekday,10.704
2025-02-14 00:00:00,44,winter_weekday,10.3139
2025-02-14 01:00:00,44,winter_weekday,7.8883
2025-02-14 02:00:00,44,winter_weekday,9.3555
2025-02-14 03:00:00,44,winter_weekday,9.8378
2025-02-14 04:00:00,44,winter_weekday,10.2046
2025-02-14 05:00:00,44,winter_weekday,13.157
2025-02-14 06:00:00,44,winter_weekday,17.4175
2025-02-14 07:00:00,44,winter_weekday,23.2499
2025-02-14 08:00:00,44,winter_weekday,18.5077
2025-02-14 09:00:00,44,winter_weekday,16.464
2025-02-14 10:00:00,44,winter_weekday,16.5755
2025-02-14 11:00:00,44,winter_weekday,16.2448
2025-02-14 12:00:00,44,winter_weekday,15.0784
2025-02-14 13:00:00,44,winter_weekday,16.0201
2025-02-14 14:00:00,44,winter_weekday,18.4702
2025-02-14 15:00:00,44,winter_weekday,15.8876
2025-02-14 16:00:00,44,winter_weekday,22.1784
2025-02-14 17:00:00,44,winter_weekday,21.2847
2025-02-14 18:00:00,44,winter_weekday,29.1743
2025-02-14 19:00:00,44,winter_weekday,39.4591
2025-02-14 20:00:00,44,winter_weekday,29.1116
2025-02-14 21:00:00,44,winter_weekday,25.3437
2025-02-14 22:00:00,44,winter_weekday,14.1271
2025-02-14 23:00:00,44,winter_weekday,16.4802
2025-02-18 00:00:00,48,winter_weekday,11.9245
2025-02-18 01:00:00,48,winter_weekday,7.7902
2025-02-18 02:00:00,48,winter_weekday,7.907
2025-02-18 03:00:00,48,winter_weekday,8.1147
2025-02-18 04:00:00,48,winter_weekday,10.6873
2025-02-18 05:00:00,48,winter_weekday,12.2764
2025-02-18 06:00:00,48,winter_weekday,16.4413
2025-02-18 07:00:00,48,winter_weekday,20.7419
2025-02-18 08:00:00,48,winter_weekday,15.2275
2025-02-18 09:00:00,48,winter_weekday,17.9705
2025-02-18 10:00:00,48,winter_weekday,20.3316
2025-02-18 11:00:00,48,winter_weekday,17.2651
2025-02-18 12:00:00,48,winter_weekday,15.4083
2025-02-18 13:00:00,48,winter_weekday,16.2937
2025-02-18 14:00:00,48,winter_weekday,17.4439
2025-02-18 15:00:00,48,winter_weekday,11.9483
2025-02-18 16:00:00,48,winter_weekday,15.7276
2025-02-18 17:00:00,48,winter_weekday,22.1576
2025-02-18 18:00:00,48,winter_weekday,19.0057
2025-02-18 19:00:00,48,winter_weekday,30.7549
2025-02-18 20:00:00,48,winter_weekday,37.061
2025-02-18 21:00:00,48,winter_weekday,19.4284
2025-02-18 22:00:00,48,winter_weekday,17.5063
2025-02-18 23:00:00,48,winter_weekday,8.2197
2025-05-03 00:00:00,2,summer_weekend,8.8087
2025-05-03 01:00:00,2,summer_weekend,8.9014
2025-05-03 02:00:00,2,summer_weekend,7.314
2025-05-03 03:00:00,2,summer_weekend,6.6063
2025-05-03 04:00:00,2,summer_weekend,7.277
2025-05-03 05:00:00,2,summer_weekend,9.3312
2025-05-03 06:00:00,2,summer_weekend,13.9203
2025-05-03 07:00:00,2,summer_weekend,15.3884
2025-05-03 08:00:00,2,summer_weekend,18.8054
2025-05-03 09:00:00,2,summer_weekend,14.4165
2025-05-03 10:00:00,2,summer_weekend,14.9395
2025-05-03 11:00:00,2,summer_weekend,14.7695
2025-05-03 12:00:00,2,summer_weekend,13.9104
2025-05-03 13:00:00,2,summer_weekend,13.6758
2025-05-03 14:00:00,2,summer_weekend,12.5603
2025-05-03 15:00:00,2,summer_weekend,13.5
2025-05-03 16:00:00,2,summer_weekend,11.7624
2025-05-03 17:00:00,2,summer_weekend,16.8662
2025-05-03 18:00:00,2,summer_weekend,25.5277
2025-05-03 19:00:00,2,summer_weekend,25.5564
2025-05-03 20:00:00,2,summer_weekend,26.0776
2025-05-03 21:00:00,2,summer_weekend,21.4089
2025-05-03 22:00:00,2,summer_weekend,16.0304
2025-05-03 23:00:00,2,summer_weekend,12.1454
2025-05-04 00:00:00,3,summer_weekday,6.5704
2025-05-04 01:00:00,3,summer_weekday,9.2785
2025-05-04 02:00:00,3,summer_weekday,7.5231
2025-05-04 03:00:00,3,summer_weekday,8.3579
2025-05-04 04:00:00,3,summer_weekday,10.5624
2025-05-04 05:00:00,3,summer_weekday,11.2502
2025-05-04 06:00:00,3,summer_weekday,17.0296
2025-05-04 07:00:00,3,summer_weekday,16.6666
2025-05-04 08:00:00,3,summer_weekday,18.0778
2025-05-04 09:00:00,3,summer_weekday,16.0941
2025-05-04 10:00:00,3,summer_weekday,15.3571
2025-05-04 11:00:00,3,summer_weekday,16.521
2025-05-04 12:00:00,3,summer_weekday,11.4706
2025-05-04 13:00:00,3,summer_weekday,17.3563
2025-05-04 14:00:00,3,summer_weekday,14.6582
